"ID","CORE_TEXT","EXT_TEXT","he wrote","Van Gogh wrote","complementary colours","The Potato Eaters","this torso of Venus","drew","standing torso of Venus","which he painted a number of times","He would use this technique more than once in his later work","Head of a Woman","Head of a Man","Head of a Woman 1","Head of a Woman 2","Head of a Woman 3","Torso of Venus","Horse","Torso of Venus 1","Male Torso","Kneeling Ecorche","Torso of Venus 2","Portrait of a Prostitute","Head of an Old Man","Head of a Woman 4","Plaster Cast of a Womans Torso","Plaster Cast of a Womans Torso 1","Torso of Venus 3","Woman Sewing","Letter from Vincent van Gogh to Theo van Gogh with sketches of Head of a Woman and Head of a Woman","Head of a Prostitute","1885","Nuenen","painting","1887","Paris","cityscape","portrait","still life","1890","animal art","drawing","1884","heads","Antwerp","1886","nude","1881","Brussels"
"d0412-055V1962","Foot Vincent van Gogh (1853 - 1890), February-June 1886 Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation) 10.2 cm x 10.6 cm","localhost F1697v JH1001 d0412-055V1962",,"localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","Unknown","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Artist=Vincent van Gogh","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Type=drawing","localhost","localhost","https://vangoghmuseum.nl/en/collection?Date=1886","localhost","localhost","localhost",,
"d0412-056V1962","Four Feet and note Vincent van Gogh (1853 - 1890), February-June 1886 Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation) 10.2 cm x 13.6 cm","localhost F1697r JH1000 d0412-056V1962",,"localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","Unknown","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Artist=Vincent van Gogh","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Type=drawing","localhost","localhost","https://vangoghmuseum.nl/en/collection?Date=1886","localhost","localhost","localhost",,
"d0412-057V1962","Head of a Woman Vincent van Gogh (1853 - 1890), June 1885-June 1886 Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation) 10.2 cm x 13.6 cm","localhost NA00000 NA00000 d0412-057V1962",,"localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","Unknown","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Date=1885","localhost","https://vangoghmuseum.nl/en/collection?Artist=Vincent van Gogh","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Type=drawing","localhost","localhost","https://vangoghmuseum.nl/en/collection?Date=1886","localhost","localhost","localhost",,
"d0412-058V1962","Two Women on a Quay Vincent van Gogh (1853 - 1890), Antwerp, December 1885-January 1886 Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation) 10.2 cm x 13.6 cm","localhost F1693b JH0991 d0412-058V1962",,"localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","Unknown","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Date=1885","localhost","https://vangoghmuseum.nl/en/collection?Artist=Vincent van Gogh","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Type=drawing","localhost","localhost","https://vangoghmuseum.nl/en/collection?Date=1886","localhost","localhost","localhost",,
"d0412-059V1962","Cart and Two Rabbits in a Snowy Landscape Vincent van Gogh (1853 - 1890), June 1885-June 1886 Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation) 10.2 cm x 13.6 cm","localhost F1693a JH0992 d0412-059V1962",,"localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","Unknown","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Date=1885","localhost","https://vangoghmuseum.nl/en/collection?Artist=Vincent van Gogh","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Type=drawing","localhost","localhost","https://vangoghmuseum.nl/en/collection?Date=1886","localhost","localhost","localhost",,
"d0412-060V1962","Sower Vincent van Gogh (1853 - 1890), June 1885-June 1886 Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation) 10.2 cm x 13.6 cm","localhost NA00000 NA00000 d0412-060V1962",,"localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","Unknown","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Date=1885","localhost","https://vangoghmuseum.nl/en/collection?Artist=Vincent van Gogh","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Type=drawing","localhost","localhost","https://vangoghmuseum.nl/en/collection?Date=1886","localhost","localhost","localhost",,
"d0413-011V1962","Head of a Man with Horns Vincent van Gogh (1853 - 1890), Paris, February-June 1886 Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation) 10.9 cm x 19.8 cm","localhost NA00000 NA00000 d0413-011V1962",,"localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","Unknown","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Artist=Vincent van Gogh","localhost","https://vangoghmuseum.nl/en/collection?Place=Paris","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Type=drawing","localhost","localhost","https://vangoghmuseum.nl/en/collection?Date=1886","localhost","localhost","localhost",,
"d0413-012V1962","Head of a Man with Sun Visor Vincent van Gogh (1853 - 1890), Paris, February-June 1886 Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation) 10.8 cm x 19.8 cm","localhost F0000 JHadd06 d0413-012V1962",,"localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","Unknown","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Artist=Vincent van Gogh","localhost","https://vangoghmuseum.nl/en/collection?Place=Paris","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Type=drawing","localhost","localhost","https://vangoghmuseum.nl/en/collection?Date=1886","localhost","localhost","localhost",,
"d0413-021V1962","Moulin de Blute-Fin Vincent van Gogh (1853 - 1890), Paris, March-April 1886 Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation) 10.9 cm x 19.8 cm","localhost F1395 JH1188 d0413-021V1962",,"localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","Unknown","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Artist=Vincent van Gogh","localhost","https://vangoghmuseum.nl/en/collection?Place=Paris","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Type=drawing","localhost","localhost","https://vangoghmuseum.nl/en/collection?Date=1886","localhost","localhost","localhost",,
"d0413-023V1962","Windmills at Montmartre Vincent van Gogh (1853 - 1890), Paris, February-June 1886 Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation) 10.9 cm x 19.8 cm","localhost F0000 JHadd09 d0413-023V1962",,"localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","Unknown","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Artist=Vincent van Gogh","localhost","https://vangoghmuseum.nl/en/collection?Place=Paris","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Type=drawing","localhost","localhost","https://vangoghmuseum.nl/en/collection?Date=1886","localhost","localhost","localhost",,
"d0413-025V1962","Man Drawing Vincent van Gogh (1853 - 1890), Paris, February-June 1886 Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation) 10.9 cm x 19.8 cm","localhost F0000 JHadd07 d0413-025V1962",,"localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","Unknown","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Artist=Vincent van Gogh","localhost","https://vangoghmuseum.nl/en/collection?Place=Paris","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Type=drawing","localhost","localhost","https://vangoghmuseum.nl/en/collection?Date=1886","localhost","localhost","localhost",,
"d0413-026V1962","Windmill and Two Figures Vincent van Gogh (1853 - 1890), Paris, February-June 1886 Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation) 10.9 cm x 19.8 cm","localhost F0000 JHadd08 d0413-026V1962",,"localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","Unknown","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Artist=Vincent van Gogh","localhost","https://vangoghmuseum.nl/en/collection?Place=Paris","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Type=drawing","localhost","localhost","https://vangoghmuseum.nl/en/collection?Date=1886","localhost","localhost","localhost",,
"d0413-030V1962","City View Vincent van Gogh (1853 - 1890), Paris, February-June 1886 Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation) 10.9 cm x 19.8 cm","localhost F1354 JH0963 d0413-030V1962",,"localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","Unknown","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Artist=Vincent van Gogh","localhost","https://vangoghmuseum.nl/en/collection?Place=Paris","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Type=drawing","localhost","localhost","https://vangoghmuseum.nl/en/collection?Date=1886","localhost","localhost","localhost",,
"d0413-031V1962","Head of a Man with Hat and Pipe Vincent van Gogh (1853 - 1890), Paris, February-June 1886 Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation) 10.9 cm x 19.8 cm","localhost F1372r JH0982 d0413-031V1962",,"localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","Unknown","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Artist=Vincent van Gogh","localhost","https://vangoghmuseum.nl/en/collection?Place=Paris","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Type=drawing","localhost","localhost","https://vangoghmuseum.nl/en/collection?Date=1886","localhost","localhost","localhost",,
"d0413-032V1962","Head of a Man Vincent van Gogh (1853 - 1890), Paris, February-June 1886 Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation) 10.9 cm x 19.8 cm","localhost F1372v JH0983 d0413-032V1962",,"localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","Unknown","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Artist=Vincent van Gogh","localhost","https://vangoghmuseum.nl/en/collection?Place=Paris","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Type=drawing","localhost","localhost","https://vangoghmuseum.nl/en/collection?Date=1886","localhost","localhost","localhost",,
"d0413-033V1962","Reclining Female Nude and note Vincent van Gogh (1853 - 1890), Paris, February-June 1886 Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation) 10.9 cm x 19.8 cm","localhost NA00000 NA00000 d0413-033V1962",,"localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","Unknown","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Artist=Vincent van Gogh","localhost","https://vangoghmuseum.nl/en/collection?Place=Paris","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Type=drawing","localhost","localhost","https://vangoghmuseum.nl/en/collection?Date=1886","localhost","localhost","localhost",,
"d0413-037V1962","Standing Female Nude Vincent van Gogh (1853 - 1890), Paris, February-June 1886 Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation) 10.9 cm x 19.8 cm","localhost F1353 JH1016 d0413-037V1962",,"localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","Unknown","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Artist=Vincent van Gogh","localhost","https://vangoghmuseum.nl/en/collection?Place=Paris","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Type=drawing","localhost","localhost","https://vangoghmuseum.nl/en/collection?Date=1886","localhost","localhost","localhost",,
"d0413-041V1962","Pelvis of a Skeleton Vincent van Gogh (1853 - 1890), Paris, March-June 1886 Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation) 10.9 cm x 19.8 cm","localhost NA00000 NA00000 d0413-041V1962",,"localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","Unknown","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Artist=Vincent van Gogh","localhost","https://vangoghmuseum.nl/en/collection?Place=Paris","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Type=drawing","localhost","localhost","https://vangoghmuseum.nl/en/collection?Date=1886","localhost","localhost","localhost",,
"d0413-046V1962","Figure Study Vincent van Gogh (1853 - 1890), Paris, February-June 1886 Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation) 10.9 cm x 19.8 cm","localhost NA00000 NA00000 d0413-046V1962",,"localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","Unknown","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Artist=Vincent van Gogh","localhost","https://vangoghmuseum.nl/en/collection?Place=Paris","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Type=drawing","localhost","localhost","https://vangoghmuseum.nl/en/collection?Date=1886","localhost","localhost","localhost",,
"d0413-049V1962","Figures in an Interior Vincent van Gogh (1853 - 1890), Paris, February-June 1886 Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation) 10.9 cm x 19.8 cm","localhost NA00000 NA00000 d0413-049V1962",,"localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","Unknown","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Artist=Vincent van Gogh","localhost","https://vangoghmuseum.nl/en/collection?Place=Paris","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Type=drawing","localhost","localhost","https://vangoghmuseum.nl/en/collection?Date=1886","localhost","localhost","localhost",,
"d0413-050V1962","Seated Female Nude Vincent van Gogh (1853 - 1890), Paris, March-June 1886 Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation) 10.9 cm x 19.8 cm","localhost F0000 JHadd11 d0413-050V1962",,"localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","Unknown","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Artist=Vincent van Gogh","localhost","https://vangoghmuseum.nl/en/collection?Place=Paris","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Type=drawing","localhost","localhost","https://vangoghmuseum.nl/en/collection?Date=1886","localhost","localhost","localhost",,
"d0413-051V1962","Standing Male Nude Vincent van Gogh (1853 - 1890), Paris, March-June 1886 Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation) 10.9 cm x 19.8 cm","localhost NA00000 NA00000 d0413-051V1962",,"localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","Unknown","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Artist=Vincent van Gogh","localhost","https://vangoghmuseum.nl/en/collection?Place=Paris","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Type=drawing","localhost","localhost","https://vangoghmuseum.nl/en/collection?Date=1886","localhost","localhost","localhost",,
"d0413-053V1962","Seated Female Nude and notes Vincent van Gogh (1853 - 1890), Paris, March-June 1886 Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation) 10.9 cm x 19.8 cm","localhost F0000 JHadd12 d0413-053V1962",,"localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","Unknown","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Artist=Vincent van Gogh","localhost","https://vangoghmuseum.nl/en/collection?Place=Paris","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Type=drawing","localhost","localhost","https://vangoghmuseum.nl/en/collection?Date=1886","localhost","localhost","localhost",,
"d0413-057V1962","Windmills at Montmartre Vincent van Gogh (1853 - 1890), Paris, February-June 1886 Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation) 10.9 cm x 19.8 cm","localhost FXXIX JHadd10 d0413-057V1962",,"localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","Unknown","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Artist=Vincent van Gogh","localhost","https://vangoghmuseum.nl/en/collection?Place=Paris","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Type=drawing","localhost","localhost","https://vangoghmuseum.nl/en/collection?Date=1886","localhost","localhost","localhost",,
"d0413-059V1962","Torso of Venus Vincent van Gogh (1853 - 1890), Paris, March-June 1886 Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation) 10.9 cm x 19.8 cm","localhost F0000 JHadd13 d0413-059V1962",,"localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","Unknown","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Artist=Vincent van Gogh","localhost","https://vangoghmuseum.nl/en/collection?Place=Paris","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Type=drawing","localhost","localhost","https://vangoghmuseum.nl/en/collection?Date=1886","localhost","localhost","localhost",,
"d0413-061V1962","Figures in a Park Vincent van Gogh (1853 - 1890), Paris, February-June 1886 Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation) 10.9 cm x 19.8 cm","localhost F1384 JH1021 d0413-061V1962",,"localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","Unknown","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Artist=Vincent van Gogh","localhost","https://vangoghmuseum.nl/en/collection?Place=Paris","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Type=drawing","localhost","localhost","https://vangoghmuseum.nl/en/collection?Date=1886","localhost","localhost","localhost",,
"d0413-068V1962","Palais du Luxembourg Seen from the Garden Vincent van Gogh (1853 - 1890), Paris, February-June 1886 Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation) 10.9 cm x 19.8 cm","localhost F1385 JH1030 d0413-068V1962",,"localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","Unknown","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Artist=Vincent van Gogh","localhost","https://vangoghmuseum.nl/en/collection?Place=Paris","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Type=drawing","localhost","localhost","https://vangoghmuseum.nl/en/collection?Date=1886","localhost","localhost","localhost",,
"d0413-071V1962","Head of a Man Vincent van Gogh (1853 - 1890), Paris, February-June 1886 Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation) 10.9 cm x 19.8 cm","localhost F1354av JH0996 d0413-071V1962",,"localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","Unknown","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Artist=Vincent van Gogh","localhost","https://vangoghmuseum.nl/en/collection?Place=Paris","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Type=drawing","localhost","localhost","https://vangoghmuseum.nl/en/collection?Date=1886","localhost","localhost","localhost",,
"d0413-072V1962","Head of a Man Vincent van Gogh (1853 - 1890), Paris, February-June 1886 Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation) 10.9 cm x 19.8 cm","localhost F1354ar JH0997 d0413-072V1962",,"localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","Unknown","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Artist=Vincent van Gogh","localhost","https://vangoghmuseum.nl/en/collection?Place=Paris","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Type=drawing","localhost","localhost","https://vangoghmuseum.nl/en/collection?Date=1886","localhost","localhost","localhost",,
"d0413-074V1962","LEcorche Vincent van Gogh (1853 - 1890), Paris, March-June 1886 Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation) 10.9 cm x 19.8 cm","localhost F0000 JHadd14 d0413-074V1962",,"localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","Unknown","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Artist=Vincent van Gogh","localhost","https://vangoghmuseum.nl/en/collection?Place=Paris","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Type=drawing","localhost","localhost","https://vangoghmuseum.nl/en/collection?Date=1886","localhost","localhost","localhost",,
"d0413-077V1962","Flowers Vincent van Gogh (1853 - 1890), Paris, February-June 1886 Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation) 10.9 cm x 15.1 cm","localhost F1354ar NA00000 d0413-077V1962",,"localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","Unknown","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Artist=Vincent van Gogh","localhost","https://vangoghmuseum.nl/en/collection?Place=Paris","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Type=drawing","localhost","localhost","https://vangoghmuseum.nl/en/collection?Date=1886","localhost","localhost","localhost",,
"d0413-078V1962","Heads and notes Vincent van Gogh (1853 - 1890), Paris, February-June 1886 Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation) 10.9 cm x 15.1 cm","localhost F1354av NA00000 d0413-078V1962",,"localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","Unknown","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Artist=Vincent van Gogh","localhost","https://vangoghmuseum.nl/en/collection?Place=Paris","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Type=drawing","localhost","localhost","https://vangoghmuseum.nl/en/collection?Date=1886","localhost","localhost","localhost",,
"d0413-080V1962","Couples Out for a Stroll Vincent van Gogh (1853 - 1890), Paris, February-June 1886 Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation) 10.9 cm x 19.8 cm","localhost F992 JH1029 d0413-080V1962",,"localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","Unknown","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Artist=Vincent van Gogh","localhost","https://vangoghmuseum.nl/en/collection?Place=Paris","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Type=drawing","localhost","localhost","https://vangoghmuseum.nl/en/collection?Date=1886","localhost","localhost","localhost",,
"d0413-081V1962","Two Skeletons on Horseback and Windmills Vincent van Gogh (1853 - 1890), Paris, February-June 1886 Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation) 10.9 cm x 19.8 cm","localhost NA00000 NA00000 d0413-081V1962",,"localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","Unknown","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Artist=Vincent van Gogh","localhost","https://vangoghmuseum.nl/en/collection?Place=Paris","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Type=drawing","localhost","localhost","https://vangoghmuseum.nl/en/collection?Date=1886","localhost","localhost","localhost",,
